0,370,540,1280,0.5
43478,370,540,1280,0.5
86956,370,540,1280,0.5
130434,370,540,1280,0.5
173913,370,540,1280,0.5
217391,370,540,1280,0.5
260869,370,540,1280,0.5
304347,370,540,1280,0.5
347826,370,540,1280,0.5
391304,370,540,1280,0.5
434782,370,540,1280,0.5
478260,370,540,1280,0.5
521739,370,540,1280,0.5
565217,370,540,1280,0.5
608695,370,540,1280,0.5
652173,370,540,1280,0.5
695652,370,540,1280,0.5
739130,370,540,1280,0.5
782608,370,540,1280,0.5
826086,370,540,1280,0.5
869565,370,540,1280,0.5
913043,370,540,1280,0.5
956521,370,540,1280,0.5
1000000,370,540,1280,0.5
1043478,370,540,1280,0.5
1086956,370,540,1280,0.5
1130434,370,540,1280,0.5
1173913,370,540,1280,0.5
1217391,370,540,1280,0.5
1260869,370,540,1280,0.5
1304347,370,540,1280,0.5
1347826,370,540,1280,0.5
1391304,370,540,1280,0.5
1434782,370,540,1280,0.5
1478260,370,540,1280,0.5
1521739,370,540,1280,0.5
1565217,370,540,1280,0.5
1608695,370,540,1280,0.5
1652173,370,540,1280,0.5
1695652,370,540,1280,0.5
1739130,370,540,1280,0.5
1782608,370,540,1280,0.5
1826086,370,540,1280,0.5
1869565,370,540,1280,0.5
1913043,370,540,1280,0.5
1956521,370,540,1280,0.5
2000000,370,540,1280,0.5
2043478,370,540,1280,0.5
2086956,370,540,1280,0.5
2130434,370,540,1280,0.5
2173913,370,540,1280,0.5
2217391,370,540,1280,0.5
2260869,370,540,1280,0.5
2304347,370,540,1280,0.5
2347826,370,540,1280,0.5
2391304,370,540,1280,0.5
2434782,370,540,1280,0.5
2478260,370,540,1280,0.5
2521739,370,540,1280,0.5
2565217,370,540,1280,0.5
2608695,370,540,1280,0.5
2652173,370,540,1280,0.5
2695652,370,540,1280,0.5
2739130,370,540,1280,0.5
2782608,370,540,1280,0.5
2826086,370,540,1280,0.5
2869565,370,540,1280,0.5
2913043,370,540,1280,0.5
2956521,370,540,1280,0.5
3000000,370,540,1280,0.5
3043478,370,540,1280,0.5
3086956,370,540,1280,0.5
3130434,370,540,1280,0.5
3173913,370,540,1280,0.5
3217391,370,540,1280,0.5
3260869,370,540,1280,0.5
3304347,370,540,1280,0.5
3347826,370,540,1280,0.5
3391304,370,540,1280,0.5
3434782,370,540,1280,0.5
3478260,370,540,1280,0.5
3521739,370,540,1280,0.5
3565217,370,540,1280,0.5
3608695,370,540,1280,0.5
3652173,370,540,1280,0.5
3695652,370,540,1280,0.5
3739130,370,540,1280,0.5
3782608,370,540,1280,0.5
3826086,370,540,1280,0.5
3869565,370,540,1280,0.5
3913043,370,540,1280,0.5
3956521,370,540,1280,0.5
4000000,370,540,1280,0.5
4043478,370,540,1280,0.5
4086956,370,540,1280,0.5
4130434,370,540,1280,0.5
4173913,370,540,1280,0.5
4217391,370,540,1280,0.5
4260869,370,540,1280,0.5
4304347,370,540,1280,0.5
4347826,370,540,1280,0.5
4391304,370,540,1280,0.5
4434782,370,540,1280,0.5
4478260,370,540,1280,0.5
4521739,370,540,1280,0.5
4565217,370,540,1280,0.5
4608695,370,540,1280,0.5
4652173,370,540,1280,0.5
4695652,370,540,1280,0.5
4739130,370,540,1280,0.5
4782608,370,540,1280,0.5
4826086,370,540,1280,0.5
4869565,370,540,1280,0.5
4913043,370,540,1280,0.5
4956521,370,540,1280,0.5
5000000,370,540,1280,0.5
5043478,370,540,1280,0.5
5086956,370,540,1280,0.5
5130434,370,540,1280,0.5
5173913,370,540,1280,0.5
5217391,370,540,1280,0.5
5260869,370,540,1280,0.5
5304347,370,540,1280,0.5
5347826,370,540,1280,0.5
5391304,370,540,1280,0.5
5434782,370,540,1280,0.5
5478260,370,540,1280,0.5
5521739,370,540,1280,0.5
5565217,370,540,1280,0.5
5608695,370,540,1280,0.5
5652173,370,540,1280,0.5
5695652,370,540,1280,0.5
5739130,370,540,1280,0.5
5782608,370,540,1280,0.5
5826086,370,540,1280,0.5
5869565,370,540,1280,0.5
5913043,370,540,1280,0.5
5956521,370,540,1280,0.5
6000000,370,540,1280,0.5
6043478,370,540,1280,0.5
6086956,370,540,1280,0.5
6130434,370,540,1280,0.5
6173913,370,540,1280,0.5
6217391,370,540,1280,0.5
6260869,370,540,1280,0.5
6304347,370,540,1280,0.5
6347826,370,540,1280,0.5
6391304,370,540,1280,0.5
6434782,370,540,1280,0.5
6478260,370,540,1280,0.5
6521739,370,540,1280,0.5
6565217,370,540,1280,0.5
6608695,370,540,1280,0.5
6652173,370,540,1280,0.5
6695652,370,540,1280,0.5
6739130,370,540,1280,0.5
6782608,370,540,1280,0.5
6826086,370,540,1280,0.5
6869565,370,540,1280,0.5
6913043,370,540,1280,0.5
6956521,370,540,1280,0.5
7000000,370,540,1280,0.5
7043478,370,540,1280,0.5
7086956,370,540,1280,0.5
7130434,370,540,1280,0.5
7173913,370,540,1280,0.5
7217391,370,540,1280,0.5
7260869,370,540,1280,0.5
7304347,370,540,1280,0.5
7347826,370,540,1280,0.5
7391304,370,540,1280,0.5
7434782,370,540,1280,0.5
7478260,370,540,1280,0.5
7521739,370,540,1280,0.5
7565217,370,540,1280,0.5
7608695,370,540,1280,0.5
7652173,370,540,1280,0.5
7695652,370,540,1280,0.5
7739130,370,540,1280,0.5
7782608,370,540,1280,0.5
7826086,370,540,1280,0.5
7869565,370,540,1280,0.5
7913043,370,540,1280,0.5
7956521,370,540,1280,0.5
8000000,370,540,1280,0.5
8043478,370,540,1280,0.5
8086956,370,540,1280,0.5
8130434,370,540,1280,0.5
8173913,370,540,1280,0.5
8217391,370,540,1280,0.5
8260869,370,540,1280,0.5
8304347,370,540,1280,0.5
8347826,370,540,1280,0.5
8391304,370,540,1280,0.5
8434782,370,540,1280,0.5
8478260,370,540,1280,0.5
